case_id,best_start_distance_km,min_charge_s,max_charge_s,min_heat_kWh,max_heat_kWh
26852,38.802,1011.285278,1016.400330,3.119862,3.716528
26853,29.424,992.032227,1030.083008,3.177166,4.076166
26854,nan,nan,nan,nan,nan
26855,34.224,973.249512,997.309570,3.163118,3.960118
26856,nan,nan,nan,nan,nan
26857,25.865,993.080994,1030.692261,3.081813,3.968480
26858,28.680,913.154724,946.197693,3.127183,4.024517
26859,36.938,954.924255,955.145874,3.154804,3.604138
26860,31.769,993.459839,1031.814087,3.177871,4.092204
26861,nan,nan,nan,nan,nan
26862,36.447,847.161865,857.085999,3.219364,3.845031
26863,35.555,1039.725342,1047.792480,3.059031,3.567365
26864,nan,nan,nan,nan,nan
26865,29.927,927.190186,961.170227,3.233251,4.132918
26866,33.546,1023.797363,1048.448608,3.127144,3.904145
26867,nan,nan,nan,nan,nan
26868,nan,nan,nan,nan,nan
26869,nan,nan,nan,nan,nan
26870,36.452,934.364624,935.499451,3.105994,3.610327
26871,36.673,929.850342,932.633667,3.127165,3.691498
26872,nan,nan,nan,nan,nan
26873,nan,nan,nan,nan,nan
26874,37.744,955.902710,956.087952,3.151729,3.497062
26875,nan,nan,nan,nan,nan
26876,29.499,1041.018677,1049.794434,3.070450,3.540117
26877,nan,nan,nan,nan,nan
26878,nan,nan,nan,nan,nan
26879,nan,nan,nan,nan,nan
26880,nan,nan,nan,nan,nan
26881,29.400,994.501282,1032.673584,3.159058,4.057725
26882,nan,nan,nan,nan,nan
26883,32.394,1018.861206,1052.426392,3.168305,4.019638
26884,39.001,1023.537170,1024.649780,3.124383,3.254383
26885,38.399,936.539490,937.075073,3.194740,3.322740
26886,34.153,996.960693,1024.940674,3.129891,3.953891
26887,24.736,1080.476563,1080.778687,3.071517,3.084517
26888,nan,nan,nan,nan,nan
26889,31.925,925.805786,959.227356,3.081391,3.991724
26890,32.793,1042.444092,1049.898926,3.172148,3.639148
26891,26.944,1000.201294,1038.540771,3.096534,3.987868
26892,nan,nan,nan,nan,nan
26893,nan,nan,nan,nan,nan
26894,nan,nan,nan,nan,nan
26895,23.581,954.525940,988.466553,3.181182,4.044848
26896,nan,nan,nan,nan,nan
26897,33.392,1047.060913,1053.878296,3.117587,3.531587
26898,nan,nan,nan,nan,nan
26899,nan,nan,nan,nan,nan
26900,nan,nan,nan,nan,nan
26901,nan,nan,nan,nan,nan
26902,38.538,911.455872,912.345947,3.168002,3.290002
26903,nan,nan,nan,nan,nan
26904,38.747,926.151062,926.466187,3.145864,3.206197
26905,21.681,1010.873474,1049.717407,3.060413,3.926413
26906,37.506,877.411133,880.909851,3.184972,3.518306
26907,nan,nan,nan,nan,nan
26908,nan,nan,nan,nan,nan
26909,33.418,929.254761,963.465332,3.171070,4.087403
26910,nan,nan,nan,nan,nan
26911,28.817,1006.553345,1045.835327,3.155165,4.052498
26912,21.683,1046.229248,1054.493408,3.118751,3.512084
26913,nan,nan,nan,nan,nan
26914,35.269,897.788208,926.887573,3.176395,4.035395
26915,39.000,1000.451233,1003.260925,3.109368,3.527701
26916,31.459,1001.584961,1040.572754,3.155931,4.066930
26917,30.640,1014.232361,1054.360107,3.145262,4.051929
26918,35.469,955.029358,973.531189,3.148803,3.903469
26919,31.470,1018.097168,1053.010376,3.129760,3.992093
26920,22.050,1038.539551,1048.030151,3.152190,3.641857
26921,35.660,950.916565,961.270325,3.148562,3.811896
26922,37.703,951.018066,951.327087,3.117357,3.393690
26923,nan,nan,nan,nan,nan
26924,33.110,990.529297,1028.617188,3.194890,4.108891
26925,31.398,990.563721,1028.667236,3.175936,4.088603
26926,34.697,977.608521,1001.781677,3.132052,3.931385
26927,nan,nan,nan,nan,nan
26928,23.740,1035.473389,1044.780518,3.180662,3.717329
26929,38.483,934.268494,934.737244,3.160691,3.269358
26930,23.863,1015.342957,1054.905396,3.151579,4.022913
26931,38.981,955.869263,956.431702,3.108721,3.658721
26932,nan,nan,nan,nan,nan
26933,39.000,1002.793396,1007.097229,3.115686,3.664353
26934,34.648,921.258240,950.655029,3.152903,4.019569
26935,35.224,1019.159546,1030.132324,3.077723,3.731723
26936,nan,nan,nan,nan,nan
26937,39.000,992.221680,992.756592,3.131108,3.267775
26938,39.000,1003.491638,1005.363342,3.164126,3.466459
26939,nan,nan,nan,nan,nan
26940,nan,nan,nan,nan,nan
26941,37.587,883.892639,887.257324,3.137730,3.495063
26942,nan,nan,nan,nan,nan
26943,27.918,1071.730713,1073.981079,3.175714,3.288048
26944,36.435,883.035889,887.769592,3.164063,3.694397
26945,34.959,947.042114,960.312256,3.130412,3.828078
26946,36.318,880.734680,884.549988,3.135098,3.531432
26947,38.713,1004.348022,1010.901978,3.102439,3.717439
26948,29.986,956.831116,991.576965,3.122572,4.024239
26949,37.770,896.080566,898.838562,3.158916,3.488250
26950,nan,nan,nan,nan,nan
26951,nan,nan,nan,nan,nan
26952,nan,nan,nan,nan,nan
26953,29.432,1016.899841,1054.045166,3.186692,4.060359
26954,nan,nan,nan,nan,nan
26955,nan,nan,nan,nan,nan
26956,38.999,1012.774597,1014.889526,3.130488,3.405155
26957,nan,nan,nan,nan,nan
26958,33.903,1000.722717,1039.657959,3.159719,4.075052
26959,nan,nan,nan,nan,nan
26960,35.055,1019.256897,1042.757690,3.109720,3.879053
26961,21.990,1007.396667,1045.955200,3.142571,4.005238
26962,38.600,1025.286133,1036.459717,3.086992,3.742992
26963,nan,nan,nan,nan,nan
26964,38.723,910.775085,911.293335,3.177364,3.244697
26965,nan,nan,nan,nan,nan
26966,37.846,917.142273,918.787781,3.198900,3.457233
26967,36.370,844.831604,848.544312,3.212594,3.711260
26968,32.332,903.541687,937.286133,3.144030,4.055030
26969,38.817,1000.230225,1004.393494,3.124125,3.713125
26970,nan,nan,nan,nan,nan
26971,30.907,921.036133,954.564148,3.123651,4.029651
26972,33.413,1039.802612,1047.763306,3.130455,3.631454
26973,32.655,1047.815552,1054.493896,3.161778,3.561779
26974,30.291,950.201599,984.711426,3.223834,4.128500
26975,25.719,1043.043701,1051.240356,3.151287,3.594287
26976,26.707,998.680542,1036.835205,3.053696,3.945696
26977,31.478,933.754333,967.569763,3.163832,4.074165
26978,nan,nan,nan,nan,nan
26979,nan,nan,nan,nan,nan
26980,nan,nan,nan,nan,nan
26981,32.989,1020.565979,1051.101807,3.062307,3.893641
26982,38.403,825.467957,826.558594,3.210330,3.345997
26983,33.597,976.157654,1002.058044,3.108690,3.921356
26984,nan,nan,nan,nan,nan
26985,31.838,928.753601,962.297974,3.109825,4.021158
26986,nan,nan,nan,nan,nan
26987,37.164,1060.655273,1064.861328,3.070952,3.321952
26988,23.532,1041.010254,1049.883789,3.189633,3.648967
26989,nan,nan,nan,nan,nan
26990,27.466,973.930969,1010.096558,3.167593,4.058594
26991,21.909,1062.294434,1066.918701,3.164058,3.376392
26992,nan,nan,nan,nan,nan
26993,27.776,964.581787,1000.073853,3.199023,4.090356
26994,38.872,1012.528687,1017.610535,3.135756,3.719756
26995,36.866,1073.021240,1074.795166,3.109808,3.211808
26996,34.869,1037.365356,1045.287720,3.179254,3.715588
26997,37.875,902.149841,904.120972,3.176892,3.424225
26998,nan,nan,nan,nan,nan
26999,nan,nan,nan,nan,nan
27000,39.000,981.348267,982.408203,3.137307,3.466640
27001,29.012,937.734863,971.381714,3.192117,4.088784
27002,nan,nan,nan,nan,nan
27003,31.868,964.160156,999.913879,3.182185,4.094185
27004,24.931,989.380188,1026.494385,3.098523,3.976856
27005,23.179,1070.924927,1073.505981,3.179294,3.296961
27006,nan,nan,nan,nan,nan
27007,23.314,1053.683228,1060.012207,3.178284,3.493284
27008,nan,nan,nan,nan,nan
27009,29.385,970.010193,1005.786743,3.084672,3.986006
27010,nan,nan,nan,nan,nan
27011,nan,nan,nan,nan,nan
27012,33.167,974.856750,1011.490967,3.120093,4.039093
27013,nan,nan,nan,nan,nan
27014,35.287,996.299011,1005.313232,3.075926,3.714592
27015,31.673,948.180481,982.349060,3.176529,4.083529
27016,37.646,882.359131,885.179199,3.133281,3.420948
27017,nan,nan,nan,nan,nan
27018,36.291,949.319763,949.623962,3.127928,3.650928
27019,39.000,992.343384,993.553894,3.132946,3.399946
27020,nan,nan,nan,nan,nan
27021,nan,nan,nan,nan,nan
27022,33.952,943.486145,977.758057,3.130507,4.050507
27023,nan,nan,nan,nan,nan
27024,nan,nan,nan,nan,nan
27025,17.177,1025.682251,1047.588135,3.160139,3.850805
27026,nan,nan,nan,nan,nan
27027,39.000,1035.528809,1039.925293,3.120445,3.489112
27028,38.941,981.504456,983.991882,3.113693,3.677694
27029,38.655,919.667847,920.192261,3.180580,3.265913
27030,23.220,1081.290527,1081.388428,3.177951,3.182285
27031,nan,nan,nan,nan,nan
27032,37.563,843.027344,844.917725,3.178038,3.505371
27033,27.699,978.050720,1014.611816,3.169709,4.062709
27034,nan,nan,nan,nan,nan
27035,nan,nan,nan,nan,nan
27036,30.236,1014.902832,1054.889282,3.095636,4.001303
27037,30.374,945.292480,979.380005,3.178367,4.085700
27038,34.145,971.904114,1008.403320,3.191652,4.113986
27039,nan,nan,nan,nan,nan
27040,nan,nan,nan,nan,nan
27041,34.427,1020.564819,1050.988403,3.115538,3.943538
27042,nan,nan,nan,nan,nan
27043,nan,nan,nan,nan,nan
27044,nan,nan,nan,nan,nan
27045,37.817,921.217773,922.598633,3.171640,3.427307
27046,nan,nan,nan,nan,nan
27047,nan,nan,nan,nan,nan
27048,nan,nan,nan,nan,nan
27049,nan,nan,nan,nan,nan
27050,30.379,1074.055664,1075.733521,3.147682,3.234015
27051,35.159,1080.963989,1081.115967,3.124982,3.133315
27052,nan,nan,nan,nan,nan
27053,nan,nan,nan,nan,nan
27054,nan,nan,nan,nan,nan
27055,nan,nan,nan,nan,nan
27056,nan,nan,nan,nan,nan
27057,28.711,1061.515259,1065.902588,3.169829,3.399496
27058,39.000,1034.424438,1036.508423,3.123389,3.317723
27059,nan,nan,nan,nan,nan
27060,36.385,988.889709,998.876831,3.164935,3.818268
27061,31.544,986.737671,1024.455933,3.219582,4.128249
27062,nan,nan,nan,nan,nan
27063,nan,nan,nan,nan,nan
27064,nan,nan,nan,nan,nan
27065,nan,nan,nan,nan,nan
27066,25.831,1052.051270,1058.612061,3.156148,3.491481
27067,34.828,919.331665,938.390381,3.131957,3.880623
27068,34.256,1048.949951,1055.442017,3.106908,3.497241
27069,nan,nan,nan,nan,nan
27070,nan,nan,nan,nan,nan
27071,34.693,952.093872,976.336487,3.107058,3.919391
27072,nan,nan,nan,nan,nan
27073,35.262,1034.700562,1042.445068,3.131089,3.714755
27074,nan,nan,nan,nan,nan
27075,nan,nan,nan,nan,nan
27076,nan,nan,nan,nan,nan
27077,35.466,1063.836060,1067.561768,3.075698,3.287365
27078,30.700,1010.206665,1049.966064,3.181656,4.087656
27079,34.340,944.433167,968.909851,3.117700,3.933700
27080,nan,nan,nan,nan,nan
27081,nan,nan,nan,nan,nan
27082,nan,nan,nan,nan,nan
27083,30.231,985.879761,1023.202942,3.218693,4.117359
27084,26.563,953.390015,987.566101,3.107234,3.995234
27085,27.425,1021.608887,1050.381226,3.219532,4.004533
27086,nan,nan,nan,nan,nan
27087,nan,nan,nan,nan,nan
27088,nan,nan,nan,nan,nan
27089,nan,nan,nan,nan,nan
27090,35.762,1004.843079,1033.452271,3.153402,3.979402
27091,34.427,912.048523,946.291870,3.181651,4.096984
27092,38.685,882.861145,883.813171,3.162000,3.249666
27093,nan,nan,nan,nan,nan
27094,39.000,991.312195,993.079712,3.150338,3.520004
27095,nan,nan,nan,nan,nan
27096,30.994,977.217468,1013.791504,3.093342,4.002342
27097,nan,nan,nan,nan,nan
27098,nan,nan,nan,nan,nan
27099,nan,nan,nan,nan,nan
27100,26.414,1030.159058,1043.761963,3.178777,3.809777
27101,nan,nan,nan,nan,nan
27102,nan,nan,nan,nan,nan
27103,nan,nan,nan,nan,nan
27104,36.984,928.619324,930.485596,3.193106,3.699106
27105,nan,nan,nan,nan,nan
27106,38.827,929.554565,929.766418,3.186529,3.224863
27107,nan,nan,nan,nan,nan
27108,nan,nan,nan,nan,nan
27109,39.000,1011.369202,1015.167236,3.134449,3.582116
27110,36.344,972.083435,984.239258,3.188026,3.867693
27111,nan,nan,nan,nan,nan
27112,nan,nan,nan,nan,nan
27113,30.918,979.687805,1016.782227,3.200254,4.108922
27114,nan,nan,nan,nan,nan
27115,nan,nan,nan,nan,nan
27116,30.573,952.306702,986.766785,3.147678,4.052345
27117,34.667,1004.489563,1040.035278,3.170921,4.057921
27118,32.048,991.895203,1030.006226,3.193080,4.105081
27119,31.902,1010.741516,1050.665283,3.196205,4.108205
27120,nan,nan,nan,nan,nan
27121,nan,nan,nan,nan,nan
27122,nan,nan,nan,nan,nan
27123,35.111,1021.704346,1037.254517,3.103516,3.800850
27124,34.223,1070.022217,1072.431030,3.154415,3.290748
27125,28.615,1023.725952,1048.686157,3.181839,3.937506
27126,34.449,915.220886,933.237305,3.106840,3.839840
27127,nan,nan,nan,nan,nan
27128,28.066,1018.483582,1053.005371,3.152271,3.994938
27129,nan,nan,nan,nan,nan
27130,38.971,962.397278,963.323792,3.108614,3.666281
27131,39.000,1030.446045,1036.409302,3.130683,3.628683
27132,36.329,1046.325562,1052.974365,3.124229,3.553229
27133,29.969,1007.075134,1046.305664,3.136409,4.040076
27134,nan,nan,nan,nan,nan
27135,nan,nan,nan,nan,nan
27136,nan,nan,nan,nan,nan
27137,36.093,940.166199,953.485962,3.155164,3.847497
27138,nan,nan,nan,nan,nan
27139,nan,nan,nan,nan,nan
27140,nan,nan,nan,nan,nan
27141,nan,nan,nan,nan,nan
27142,31.856,1036.320068,1044.708496,3.154694,3.699361
27143,38.119,927.054321,928.183472,3.175889,3.411222
27144,nan,nan,nan,nan,nan
27145,nan,nan,nan,nan,nan
27146,nan,nan,nan,nan,nan
27147,nan,nan,nan,nan,nan
27148,38.854,929.371521,929.538940,3.156711,3.187378
27149,nan,nan,nan,nan,nan
27150,nan,nan,nan,nan,nan
27151,33.707,959.692871,995.107727,3.180645,4.100979
27152,nan,nan,nan,nan,nan
27153,36.612,851.468140,856.888977,3.199587,3.755587
27154,nan,nan,nan,nan,nan
27155,38.776,880.757629,881.290466,3.192265,3.239932
27156,33.825,873.945801,902.866272,3.204626,4.055626
27157,nan,nan,nan,nan,nan
27158,nan,nan,nan,nan,nan
27159,nan,nan,nan,nan,nan
27160,nan,nan,nan,nan,nan
27161,20.253,995.276306,1032.485596,3.201190,4.052857
27162,36.152,900.820068,907.607483,3.184759,3.771759
27163,30.934,1060.571899,1065.200562,3.098530,3.341531
27164,nan,nan,nan,nan,nan
27165,nan,nan,nan,nan,nan
27166,30.928,1066.996582,1070.207153,3.120021,3.288021
27167,nan,nan,nan,nan,nan
27168,34.354,990.264282,1013.652039,3.140129,3.923129
27169,27.139,978.153687,1014.552002,3.089887,3.981220
27170,37.705,1037.229004,1045.192505,3.064097,3.617097
27171,nan,nan,nan,nan,nan
27172,nan,nan,nan,nan,nan
27173,37.702,1030.722412,1043.115356,3.128768,3.789101
27174,nan,nan,nan,nan,nan
27175,nan,nan,nan,nan,nan
27176,34.821,1049.913818,1056.181641,3.094735,3.475735
27177,nan,nan,nan,nan,nan
27178,31.487,1029.842407,1043.735107,3.199016,3.864016
27179,nan,nan,nan,nan,nan
27180,nan,nan,nan,nan,nan
27181,33.091,972.114929,1008.554443,3.135883,4.055550
27182,nan,nan,nan,nan,nan
27183,nan,nan,nan,nan,nan
27184,39.000,1006.876526,1011.296387,3.140708,3.677708
27185,28.699,1006.233154,1045.510742,3.184068,4.082402
27186,nan,nan,nan,nan,nan
27187,nan,nan,nan,nan,nan
27188,29.887,983.133423,1020.307190,3.194098,4.095098
27189,17.627,1027.533691,1046.070435,3.137497,3.796497
27190,33.680,948.889709,983.479736,3.216915,4.134582
27191,nan,nan,nan,nan,nan
27192,27.675,988.878784,1026.486694,3.198600,4.089933
27193,21.069,1078.798462,1079.537231,3.135390,3.166390
27194,17.874,1022.749390,1050.112305,3.131784,3.871451
27195,37.218,1032.297852,1041.830200,3.062830,3.692497
27196,nan,nan,nan,nan,nan
27197,nan,nan,nan,nan,nan
27198,31.598,951.477844,986.114502,3.213169,4.125502
27199,nan,nan,nan,nan,nan
27200,nan,nan,nan,nan,nan
27201,27.132,980.754944,1017.402954,3.185859,4.068860
27202,38.317,893.128662,894.470337,3.160758,3.305758
27203,35.209,929.196960,943.896851,3.143564,3.846898
27204,nan,nan,nan,nan,nan
27205,34.900,913.844482,931.239136,3.152094,3.879428
27206,nan,nan,nan,nan,nan
27207,nan,nan,nan,nan,nan
27208,nan,nan,nan,nan,nan
27209,nan,nan,nan,nan,nan
27210,32.671,1030.854370,1042.984619,3.160713,3.800046
27211,nan,nan,nan,nan,nan
27212,nan,nan,nan,nan,nan
27213,37.352,1031.468628,1042.473267,3.107725,3.756392
27214,36.022,1018.653015,1031.801270,3.142745,3.819411
27215,nan,nan,nan,nan,nan
27216,nan,nan,nan,nan,nan
27217,32.234,906.089783,940.447815,3.244488,4.158822
27218,36.443,1050.676636,1056.548462,3.131854,3.505188
27219,38.899,965.528748,965.549744,3.157394,3.184394
27220,nan,nan,nan,nan,nan
27221,nan,nan,nan,nan,nan
27222,39.001,1000.169556,1003.614380,3.125940,3.619273
27223,nan,nan,nan,nan,nan
27224,31.273,944.858948,978.827759,3.147237,4.055571
27225,38.802,866.919800,867.493591,3.168376,3.212042
27226,31.146,1058.741943,1063.481445,3.180396,3.446396
27227,nan,nan,nan,nan,nan
27228,nan,nan,nan,nan,nan
27229,39.000,1013.181946,1016.698608,3.119529,3.525196
27230,nan,nan,nan,nan,nan
27231,nan,nan,nan,nan,nan
27232,nan,nan,nan,nan,nan
27233,nan,nan,nan,nan,nan
27234,39.001,973.992859,975.439941,3.164642,3.660309
27235,28.187,1069.752930,1072.436768,3.153485,3.288818
27236,30.667,931.569031,965.123596,3.110023,4.018023
27237,19.555,1013.220093,1052.015869,3.150249,3.997249
27238,20.887,1075.773560,1077.246216,3.148273,3.211273
27239,20.165,1041.136108,1050.368408,3.168862,3.621862
27240,39.001,957.537659,957.894470,3.156872,3.661872
27241,33.384,994.894897,1033.439331,3.152881,4.075547
27242,nan,nan,nan,nan,nan
27243,nan,nan,nan,nan,nan
27244,33.293,982.390930,1019.692810,3.123650,4.040650
27245,29.872,979.162476,1016.013672,3.174218,4.074552
27246,30.694,980.402832,1017.367981,3.213017,4.116684
27247,nan,nan,nan,nan,nan
27248,36.818,920.836304,926.871338,3.196361,3.791028
27249,nan,nan,nan,nan,nan
27250,35.295,927.478516,935.238403,3.098037,3.719703
27251,nan,nan,nan,nan,nan
27252,22.729,1074.184326,1076.066406,3.080441,3.160774
27253,34.026,945.954590,973.007507,3.112428,3.957761
27254,nan,nan,nan,nan,nan
27255,nan,nan,nan,nan,nan
27256,35.280,941.139893,949.187500,3.124747,3.757081
27257,28.006,993.122009,1031.151611,3.220643,4.114976
27258,nan,nan,nan,nan,nan
27259,nan,nan,nan,nan,nan
27260,38.749,872.019897,872.882690,3.174545,3.244545
27261,30.184,991.186462,1029.157593,3.226300,4.128633
27262,nan,nan,nan,nan,nan
27263,nan,nan,nan,nan,nan
27264,25.829,984.082458,1020.963440,3.119235,4.008568
27265,nan,nan,nan,nan,nan
27266,38.461,859.338440,860.521362,3.183903,3.313236
27267,nan,nan,nan,nan,nan
27268,33.435,1039.350586,1047.155151,3.170938,3.678272
27269,nan,nan,nan,nan,nan
27270,31.388,1011.845886,1051.929565,3.169382,4.082382
27271,39.000,1005.229919,1009.527710,3.162587,3.710588
27272,18.371,1080.853271,1081.067139,3.155008,3.163675
27273,nan,nan,nan,nan,nan
27274,nan,nan,nan,nan,nan
27275,36.414,922.287842,927.181519,3.199562,3.780561
27276,nan,nan,nan,nan,nan
27277,nan,nan,nan,nan,nan
27278,nan,nan,nan,nan,nan
27279,nan,nan,nan,nan,nan
27280,38.978,865.873108,865.937805,3.208634,3.213634
27281,nan,nan,nan,nan,nan
27282,19.577,1018.729553,1053.169067,3.211346,4.022346
27283,32.062,928.395325,962.773193,3.221781,4.135447
27284,34.314,908.098511,938.445129,3.146369,4.024369
27285,29.561,971.633240,1007.835388,3.186827,4.088161
27286,nan,nan,nan,nan,nan
27287,38.159,913.704956,915.105469,3.157380,3.367714
27288,nan,nan,nan,nan,nan
27289,nan,nan,nan,nan,nan
27290,nan,nan,nan,nan,nan
27291,38.171,938.813843,939.446411,3.151879,3.329212
27292,37.017,1064.971069,1068.339478,3.100775,3.299775
27293,nan,nan,nan,nan,nan
27294,nan,nan,nan,nan,nan
27295,30.794,961.854492,997.056274,3.071719,3.979386
27296,nan,nan,nan,nan,nan
27297,nan,nan,nan,nan,nan
27298,nan,nan,nan,nan,nan
27299,32.779,922.492798,956.984131,3.194308,4.110974
27300,nan,nan,nan,nan,nan
27301,nan,nan,nan,nan,nan
27302,nan,nan,nan,nan,nan
27303,19.455,1048.330200,1056.072266,3.190745,3.560412
27304,nan,nan,nan,nan,nan
27305,37.786,951.824585,952.255615,3.191561,3.513894
27306,33.380,1005.807373,1045.314941,3.163122,4.083788
27307,30.556,1029.708374,1043.960449,3.162871,3.812871
27308,36.743,893.240784,899.938110,3.216702,3.796035
27309,nan,nan,nan,nan,nan
27310,nan,nan,nan,nan,nan
27311,32.214,1060.352661,1065.054565,3.063917,3.310917
27312,nan,nan,nan,nan,nan
27313,nan,nan,nan,nan,nan
27314,35.284,1066.765869,1069.878540,3.098379,3.274046
27315,nan,nan,nan,nan,nan
27316,nan,nan,nan,nan,nan
27317,20.402,979.066406,1014.769470,3.188207,4.039207
27318,31.376,1063.849365,1067.814697,3.088940,3.295607
27319,nan,nan,nan,nan,nan
27320,nan,nan,nan,nan,nan
27321,38.310,940.812744,941.292786,3.138678,3.289678
27322,31.297,888.453552,922.112000,3.164805,4.071138
27323,37.906,935.509155,936.383423,3.141875,3.393209
27324,nan,nan,nan,nan,nan
27325,33.826,919.449463,951.004456,3.160237,4.049904
27326,36.427,868.860291,874.410400,3.141305,3.667972
27327,37.861,883.763367,886.292603,3.174448,3.426781
27328,36.425,1039.199585,1046.954224,3.120902,3.640235
27329,34.565,964.081482,982.494812,3.153624,3.896957
27330,nan,nan,nan,nan,nan
27331,nan,nan,nan,nan,nan
27332,30.475,1013.558105,1053.411255,3.179186,4.084186
27333,nan,nan,nan,nan,nan
27334,35.431,868.564514,895.773193,3.231503,4.062836
27335,nan,nan,nan,nan,nan
27336,nan,nan,nan,nan,nan
27337,34.331,1035.343750,1043.551147,3.103914,3.672248
27338,38.072,858.181030,860.324646,3.223974,3.439307
27339,22.334,1063.678101,1067.980591,3.149218,3.347551
27340,nan,nan,nan,nan,nan
27341,36.828,870.549866,876.360474,3.218307,3.762641
27342,nan,nan,nan,nan,nan
27343,nan,nan,nan,nan,nan
27344,30.339,986.649353,1024.098267,3.150087,4.053421
27345,nan,nan,nan,nan,nan
27346,nan,nan,nan,nan,nan
27347,39.000,1058.106689,1062.461670,3.088358,3.373691
27348,nan,nan,nan,nan,nan
27349,nan,nan,nan,nan,nan
27350,nan,nan,nan,nan,nan
27351,nan,nan,nan,nan,nan
27352,nan,nan,nan,nan,nan
27353,27.502,975.807190,1012.055237,3.197969,4.083636
27354,37.458,893.590332,896.385803,3.159003,3.488337
27355,nan,nan,nan,nan,nan
27356,36.232,933.795959,952.164734,3.175077,3.920744
27357,39.000,971.999817,973.284241,3.147885,3.636552
27358,36.392,953.202698,953.420959,3.112706,3.615373
27359,38.680,1031.666382,1040.250854,3.143025,3.773025
27360,nan,nan,nan,nan,nan
27361,30.765,1015.416809,1055.170898,3.152559,4.056226
27362,36.341,977.209412,981.657043,3.132328,3.731661
27363,nan,nan,nan,nan,nan
27364,nan,nan,nan,nan,nan
27365,nan,nan,nan,nan,nan
27366,37.594,923.571533,925.144653,3.147882,3.483549
27367,37.928,838.394775,840.286804,3.209669,3.504669
27368,38.998,977.531860,978.003113,3.149383,3.359383
27369,nan,nan,nan,nan,nan
27370,34.527,917.402161,941.347534,3.139247,3.942580
27371,27.383,1018.128540,1053.331665,3.085747,3.935413
27372,36.672,1054.516235,1059.838135,3.081598,3.409265
27373,36.672,913.040039,922.210571,3.179778,3.806444
27374,35.108,977.779053,1014.933838,3.184267,4.111933
27375,nan,nan,nan,nan,nan
27376,26.385,1074.370605,1076.160034,3.058803,3.138803
27377,34.617,904.333618,938.808105,3.173796,4.094463
27378,nan,nan,nan,nan,nan
27379,nan,nan,nan,nan,nan
27380,30.832,1039.418335,1047.637817,3.157933,3.658267
27381,nan,nan,nan,nan,nan
27382,29.277,917.430115,951.151245,3.215417,4.114417
27383,nan,nan,nan,nan,nan
27384,nan,nan,nan,nan,nan
27385,33.835,1037.768555,1046.511841,3.054837,3.578504
27386,nan,nan,nan,nan,nan
27387,nan,nan,nan,nan,nan
27388,25.188,1069.369385,1072.379150,3.065880,3.200214
27389,nan,nan,nan,nan,nan
27390,nan,nan,nan,nan,nan
27391,nan,nan,nan,nan,nan
27392,nan,nan,nan,nan,nan
27393,nan,nan,nan,nan,nan
27394,nan,nan,nan,nan,nan
27395,37.666,927.686157,929.201538,3.163181,3.536182
27396,nan,nan,nan,nan,nan
27397,39.000,993.391724,995.554321,3.145486,3.548153
27398,30.651,858.847290,891.886963,3.210616,4.115616
27399,37.860,1031.233032,1042.642090,3.098294,3.749628
27400,39.000,997.726440,998.556824,3.145527,3.321860
27401,37.375,1062.715088,1066.297607,3.159661,3.388995
27402,nan,nan,nan,nan,nan
27403,37.471,953.327454,953.583191,3.158515,3.478182
27404,30.741,1025.956665,1046.792236,3.175097,3.900097
27405,39.000,974.109253,974.671814,3.149328,3.427995
27406,35.565,966.627686,973.851440,3.113732,3.740065
27407,nan,nan,nan,nan,nan
27408,nan,nan,nan,nan,nan
27409,37.144,957.860291,958.127258,3.123612,3.566945
27410,nan,nan,nan,nan,nan
27411,nan,nan,nan,nan,nan
27412,nan,nan,nan,nan,nan
27413,32.762,1052.740845,1058.785522,3.084280,3.423947
27414,35.204,915.394897,927.931824,3.177658,3.846992
27415,nan,nan,nan,nan,nan
27416,34.774,961.537781,982.881897,3.118464,3.896797
27417,nan,nan,nan,nan,nan
27418,38.424,889.026978,890.609985,3.195156,3.354490
27419,32.023,1000.873779,1039.610352,3.069556,3.981890
27420,34.045,1078.508179,1079.193604,3.090592,3.127259
27421,nan,nan,nan,nan,nan
27422,nan,nan,nan,nan,nan
27423,38.999,1002.705750,1004.232483,3.160448,3.419114
27424,nan,nan,nan,nan,nan
27425,nan,nan,nan,nan,nan
27426,37.707,1051.279053,1056.898682,3.120442,3.493442
27427,38.952,902.037903,902.151855,3.170454,3.182787
27428,nan,nan,nan,nan,nan
27429,nan,nan,nan,nan,nan
27430,30.525,948.801880,983.088318,3.197367,4.105367
27431,20.073,1062.066284,1066.884033,3.161350,3.374684
27432,nan,nan,nan,nan,nan
27433,nan,nan,nan,nan,nan
27434,24.784,1050.450684,1057.505005,3.142473,3.495140
27435,36.342,921.833984,924.510254,3.170892,3.724225
27436,nan,nan,nan,nan,nan
27437,18.788,1019.496399,1052.695801,3.157039,3.951706
27438,38.998,964.173401,964.248657,3.134372,3.337706
27439,nan,nan,nan,nan,nan
27440,36.771,1049.051392,1055.263672,3.105607,3.501273
27441,nan,nan,nan,nan,nan
27442,34.841,978.287659,997.411316,3.142502,3.890169
27443,nan,nan,nan,nan,nan
27444,35.496,947.903809,964.603943,3.168322,3.900655
27445,35.261,1027.728882,1045.332275,3.162717,3.873718
27446,35.883,916.776672,932.886047,3.187242,3.899576
27447,29.839,956.156128,990.856079,3.100466,4.003799
27448,nan,nan,nan,nan,nan
27449,nan,nan,nan,nan,nan
